j,prior_mu,prior_sigma,log_C,estimate
1,0,1,-393.8621292064232,-0.5267144680239066
1,0,1,-393.8621292064232,0.8092986622002345
1,0,1,-393.8621292064232,-3.240178781683279
1,0,1,-393.8621292064232,-2.2900180128879035
1,0,1,-393.8621292064232,0.4944116532038718
1,0,1,-393.8621292064232,-0.9638799632104686
1,0,1,-393.8621292064232,1.086298908278304
1,0,1,-393.8621292064232,0.887409268527168
1,0,1,-393.8621292064232,0.5734660000976173
1,0,1,-393.8621292064232,1.2392263437615465
1,0,1,-393.8621292064232,-1.576290382866332
1,0,1,-393.8621292064232,-0.49259566100421015
1,0,1,-393.8621292064232,1.2902358845570991
1,0,1,-393.8621292064232,1.2105316632134415
1,0,1,-393.8621292064232,-0.21615461374913347
1,0,1,-393.8621292064232,0.8478286245757345
1,0,1,-393.8621292064232,1.5183240110903982
1,0,1,-393.8621292064232,0.92060321425421765
1,0,1,-393.8621292064232,1.0165531442402689
1,0,1,-393.8621292064232,-1.3252899908594813
1,0,1,-393.8621292064232,-1.0970342581375891
1,0,1,-393.8621292064232,-0.6083506632940872
1,0,1,-393.8621292064232,-0.549125348975583
1,0,1,-393.8621292064232,1.1762852403411157
1,0,1,-393.8621292064232,-1.653917118403933
1,0,1,-393.8621292064232,1.9462936530377295
1,0,1,-393.8621292064232,1.0835009029439668
1,0,1,-393.8621292064232,0.010493875465096059
1,0,1,-393.8621292064232,1.1383893136724206
1,0,1,-393.8621292064232,0.9753465495037091
1,0,1,-393.8621292064232,-1.4724658178340717
1,0,1,-393.8621292064232,0.1379475182624228
1,0,1,-393.8621292064232,0.3331188207630389
1,0,1,-393.8621292064232,0.5641272765156401
1,0,1,-393.8621292064232,-0.45049195256216906
1,0,1,-393.8621292064232,-1.3693000087689293
1,0,1,-393.8621292064232,-1.398135317035606
1,0,1,-393.8621292064232,0.6807775948133322
1,0,1,-393.8621292064232,0.9171935753173799
1,0,1,-393.8621292064232,-0.9149751174702415
1,0,1,-393.8621292064232,-0.512091369991629
1,0,1,-393.8621292064232,-0.9855678914008839
1,0,1,-393.8621292064232,-0.09750912339482465
1,0,1,-393.8621292064232,0.13175178820251354
1,0,1,-393.8621292064232,0.6341668909225513
1,0,1,-393.8621292064232,-1.6338314081768441
1,0,1,-393.8621292064232,0.6523061885061807
1,0,1,-393.8621292064232,-0.7083629737281035
1,0,1,-393.8621292064232,0.8391478334749531
1,0,1,-393.8621292064232,-1.9474450327043649
1,0,1,-393.8621292064232,-1.7862986749464644
1,0,1,-393.8621292064232,1.1220595356969247
1,0,1,-393.8621292064232,0.8501027539985421
1,0,1,-393.8621292064232,-2.7256443856146473
1,0,1,-393.8621292064232,0.5373586801936543
1,0,1,-393.8621292064232,1.5904854408103357
1,0,1,-393.8621292064232,-1.0507764250089666
1,0,1,-393.8621292064232,-0.3090660604292028
1,0,1,-393.8621292064232,-0.2339438904813937
1,0,1,-393.8621292064232,-0.0722435692793546
1,0,1,-393.8621292064232,-0.3546932183059794
1,0,1,-393.8621292064232,-1.832603788201478
1,0,1,-393.8621292064232,-0.2506508939153833
1,0,1,-393.8621292064232,-0.2506508939153833
1,0,1,-393.8621292064232,-0.06027416749926526
1,0,1,-393.8621292064232,0.6619874404565473
1,0,1,-393.8621292064232,-1.9371471326856278
1,0,1,-393.8621292064232,0.30156188439046805
1,0,1,-393.8621292064232,1.2645370609201751
1,0,1,-393.8621292064232,0.9422871838452805
1,0,1,-393.8621292064232,0.14720405045929175
1,0,1,-393.8621292064232,-1.754244050365073
1,0,1,-393.8621292064232,-0.8709021467944985
1,0,1,-393.8621292064232,-0.6187120906166137
1,0,1,-393.8621292064232,-0.38902009229749357
1,0,1,-393.8621292064232,-0.03857919580676161
1,0,1,-393.8621292064232,-0.31703272025459384
1,0,1,-393.8621292064232,0.16252945134993282
1,0,1,-393.8621292064232,-0.9710433648894908
1,0,1,-393.8621292064232,-0.1940003790868815
1,0,1,-393.8621292064232,0.15413570156749523
1,0,1,-393.8621292064232,-0.36681185892069224
1,0,1,-393.8621292064232,0.31289601677193846
1,0,1,-393.8621292064232,-1.3274609047421388
1,0,1,-393.8621292064232,-1.4625661191152535
1,0,1,-393.8621292064232,0.7769603427514779
1,0,1,-393.8621292064232,1.751311593501116
1,0,1,-393.8621292064232,0.6877380516403155
1,0,1,-393.8621292064232,0.15115498956435558
1,0,1,-393.8621292064232,-0.33427359092297765
1,0,1,-393.8621292064232,0.25957330597978095
1,0,1,-393.8621292064232,1.1287678761920357
1,0,1,-393.8621292064232,1.1252578115454444
1,0,1,-393.8621292064232,-0.7209261180813331
1,0,1,-393.8621292064232,-0.7940337755056079
1,0,1,-393.8621292064232,-0.11224409391074042
1,0,1,-393.8621292064232,0.4796154606842031
1,0,1,-393.8621292064232,-1.8954691146646612
1,0,1,-393.8621292064232,-1.299757589663515
1,0,1,-393.8621292064232,0.21500624055998596
1,0,1,-393.8621292064232,-1.27673713740509
1,0,1,-393.8621292064232,-0.19544024245617286
1,0,1,-393.8621292064232,-0.4370706032035009
1,0,1,-393.8621292064232,0.7040742461913309
1,0,1,-393.8621292064232,0.4719541460691214
1,0,1,-393.8621292064232,-0.1416547033923619
1,0,1,-393.8621292064232,-1.3475749003992923
1,0,1,-393.8621292064232,0.890701566005079
1,0,1,-393.8621292064232,0.7371516469546968
1,0,1,-393.8621292064232,0.936128377269929
1,0,1,-393.8621292064232,0.4264201540299567
1,0,1,-393.8621292064232,1.5436995917482959
1,0,1,-393.8621292064232,-0.5450593522200189
1,0,1,-393.8621292064232,-0.23746457681932748
1,0,1,-393.8621292064232,0.43710100338978863
1,0,1,-393.8621292064232,1.0507465904656674
1,0,1,-393.8621292064232,-0.5039929170907986
1,0,1,-393.8621292064232,-1.1622968123898738
1,0,1,-393.8621292064232,0.8625468525359397
1,0,1,-393.8621292064232,0.983010544534939
1,0,1,-393.8621292064232,-1.700812216293361
1,0,1,-393.8621292064232,-0.19667320022106427
1,0,1,-393.8621292064232,-0.7312166194514553
1,0,1,-393.8621292064232,-0.19847605275798774
1,0,1,-393.8621292064232,0.5659928341652021
1,0,1,-393.8621292064232,-0.03569474150850782
1,0,1,-393.8621292064232,-1.0281842068588727
1,0,1,-393.8621292064232,0.06862074155349551
1,0,1,-393.8621292064232,-0.9546633991757563
1,0,1,-393.8621292064232,-0.11850183457088581
1,0,1,-393.8621292064232,-1.23352886398543
1,0,1,-393.8621292064232,-1.2032463254355799
1,0,1,-393.8621292064232,-1.6797243677155773
1,0,1,-393.8621292064232,0.34861626024280135
1,0,1,-393.8621292064232,-0.5158708367498449
1,0,1,-393.8621292064232,0.34112336770903895
1,0,1,-393.8621292064232,-0.8090939802104693
1,0,1,-393.8621292064232,0.755962490118522
1,0,1,-393.8621292064232,0.9150662113255956
1,0,1,-393.8621292064232,-1.7107945110939942
1,0,1,-393.8621292064232,-1.7107945110939942
1,0,1,-393.8621292064232,-1.782021058559656
1,0,1,-393.8621292064232,-2.0213197081319807
1,0,1,-393.8621292064232,1.681419217202996
1,0,1,-393.8621292064232,-2.293370882435643
1,0,1,-393.8621292064232,1.2389038127066179
1,0,1,-393.8621292064232,0.5765531303476623
1,0,1,-393.8621292064232,0.412615541259046
1,0,1,-393.8621292064232,-1.0774151919190287
1,0,1,-393.8621292064232,0.5050067046816491
1,0,1,-393.8621292064232,-0.9889934969589128
1,0,1,-393.8621292064232,0.8940288951821924
1,0,1,-393.8621292064232,-0.49767328823186374
1,0,1,-393.8621292064232,1.1991882175324222
1,0,1,-393.8621292064232,0.7770004278036856
1,0,1,-393.8621292064232,0.7770004278036856
1,0,1,-393.8621292064232,-1.7711657712599795
1,0,1,-393.8621292064232,-1.5256809022846682
1,0,1,-393.8621292064232,-0.2401349926581271
1,0,1,-393.8621292064232,0.2191794050552528
1,0,1,-393.8621292064232,-0.632640269477177
1,0,1,-393.8621292064232,-0.16636739755178304
1,0,1,-393.8621292064232,-0.44661676371040193
1,0,1,-393.8621292064232,0.4564347379689385
1,0,1,-393.8621292064232,-0.39127967932114727
1,0,1,-393.8621292064232,-0.4820214279520222
1,0,1,-393.8621292064232,-0.9453774545010079
1,0,1,-393.8621292064232,0.10465496051648887
1,0,1,-393.8621292064232,-0.7494967878485805
1,0,1,-393.8621292064232,-1.3610334353541598
1,0,1,-393.8621292064232,0.9114593939173254
1,0,1,-393.8621292064232,-1.9092026873511991
1,0,1,-393.8621292064232,-2.544774676016582
1,0,1,-393.8621292064232,0.45426795667024944
1,0,1,-393.8621292064232,-1.5322651465936041
1,0,1,-393.8621292064232,0.03918286139964344
1,0,1,-393.8621292064232,-1.6865060554638387
1,0,1,-393.8621292064232,-0.3809461910982803
1,0,1,-393.8621292064232,0.07807134168249652
1,0,1,-393.8621292064232,-2.1825006040323354
1,0,1,-393.8621292064232,-1.7987978821951263
1,0,1,-393.8621292064232,-0.8431960662396357
1,0,1,-393.8621292064232,-0.11750947090711683
1,0,1,-393.8621292064232,-0.009357430359974217
1,0,1,-393.8621292064232,-1.0562673115462455
1,0,1,-393.8621292064232,-1.1250752244686226
1,0,1,-393.8621292064232,0.14927591128947593
1,0,1,-393.8621292064232,1.1875149465476589
1,0,1,-393.8621292064232,0.544994151216812
1,0,1,-393.8621292064232,0.1402645375306778
1,0,1,-393.8621292064232,1.6402968667741709
1,0,1,-393.8621292064232,1.3862343177296417
1,0,1,-393.8621292064232,0.2165775800219809
1,0,1,-393.8621292064232,1.662294886770716
1,0,1,-393.8621292064232,-0.6880276326503653
1,0,1,-393.8621292064232,-0.8571598521958801
1,0,1,-393.8621292064232,-1.4503240980170151
1,0,1,-393.8621292064232,-0.03739190485740196
1,0,1,-393.8621292064232,-1.3463936187159025
1,0,1,-393.8621292064232,-0.4482480648256961
1,0,1,-393.8621292064232,-0.8007245000137576
1,0,1,-393.8621292064232,-0.3260759254365433
1,0,1,-393.8621292064232,-0.11747616824981594
1,0,1,-393.8621292064232,0.8054294455983172
1,0,1,-393.8621292064232,0.32070836455926854
1,0,1,-393.8621292064232,-0.08764291704635674
1,0,1,-393.8621292064232,0.5896475297917972
1,0,1,-393.8621292064232,-1.519341206847828
1,0,1,-393.8621292064232,-1.309929447281239
1,0,1,-393.8621292064232,-1.2177590798929205
1,0,1,-393.8621292064232,0.06989022198600703
1,0,1,-393.8621292064232,-0.5367673289940051
1,0,1,-393.8621292064232,-1.7912045694735044
1,0,1,-393.8621292064232,1.0838426326172197
1,0,1,-393.8621292064232,0.37545550744454237
1,0,1,-393.8621292064232,-0.17736185186032505
1,0,1,-393.8621292064232,1.0369000182948738
1,0,1,-393.8621292064232,1.1716676631100182
1,0,1,-393.8621292064232,1.7254130780067958
1,0,1,-393.8621292064232,-1.4475518943344152
1,0,1,-393.8621292064232,-1.0096816379783662
1,0,1,-393.8621292064232,-1.1802757082361848
1,0,1,-393.8621292064232,0.5977590148877495
1,0,1,-393.8621292064232,0.47185714774141096
1,0,1,-393.8621292064232,-0.12458618985715075
1,0,1,-393.8621292064232,0.8759887956561921
1,0,1,-393.8621292064232,-0.8723941882808642
1,0,1,-393.8621292064232,0.05702017692735606
1,0,1,-393.8621292064232,-0.24952927868248098
1,0,1,-393.8621292064232,-1.745770703652192
1,0,1,-393.8621292064232,1.022443430168198
1,0,1,-393.8621292064232,-0.7922717528030022
1,0,1,-393.8621292064232,1.0532560403300344
1,0,1,-393.8621292064232,-1.515402751649967
1,0,1,-393.8621292064232,-2.7826464024299797
1,0,1,-393.8621292064232,-0.14607731926666534
1,0,1,-393.8621292064232,0.9271993889950911
1,0,1,-393.8621292064232,0.9271993889950911
1,0,1,-393.8621292064232,-1.3682713304406129
1,0,1,-393.8621292064232,0.5694824448752657
1,0,1,-393.8621292064232,1.2191884803008408
1,0,1,-393.8621292064232,-0.34611849376847137
1,0,1,-393.8621292064232,0.39776494682976854
1,0,1,-393.8621292064232,-1.1450289146675876
1,0,1,-393.8621292064232,-1.1262683652370449
1,0,1,-393.8621292064232,-2.805976508821378
1,0,1,-393.8621292064232,1.2246413894544812
1,0,1,-393.8621292064232,0.7121772731903739
1,0,1,-393.8621292064232,0.5645442140933692
1,0,1,-393.8621292064232,-0.30699531646615885
1,0,1,-393.8621292064232,-0.3266529782127974
1,0,1,-393.8621292064232,-1.537998080689079
1,0,1,-393.8621292064232,0.6460551248084124
1,0,1,-393.8621292064232,0.8205279597783656
1,0,1,-393.8621292064232,1.1557714755108768
1,0,1,-393.8621292064232,0.8305199447988849
1,0,1,-393.8621292064232,0.11574860544158949
1,0,1,-393.8621292064232,-0.3901414868822796
1,0,1,-393.8621292064232,-0.7488868422657046
1,0,1,-393.8621292064232,0.005198184935254702
1,0,1,-393.8621292064232,0.7058735568682539
1,0,1,-393.8621292064232,-1.5894910216840543
1,0,1,-393.8621292064232,-1.9404164529398105
1,0,1,-393.8621292064232,1.4547585743297076
1,0,1,-393.8621292064232,0.22560951476604352
1,0,1,-393.8621292064232,-0.104803677662602
1,0,1,-393.8621292064232,-1.2022818298876214
1,0,1,-393.8621292064232,-1.6870495512226507
1,0,1,-393.8621292064232,-2.809178063902023
1,0,1,-393.8621292064232,-1.7765833318178774
1,0,1,-393.8621292064232,1.0122975467450217
1,0,1,-393.8621292064232,0.17707026543294502
1,0,1,-393.8621292064232,-1.2422843520186688
1,0,1,-393.8621292064232,0.8708359771964836
1,0,1,-393.8621292064232,-0.5826688325738558
1,0,1,-393.8621292064232,-1.099128259674182
1,0,1,-393.8621292064232,0.19871767112645633
1,0,1,-393.8621292064232,0.11693795072255186
1,0,1,-393.8621292064232,-1.0681180036371691
1,0,1,-393.8621292064232,0.8014020387450301
1,0,1,-393.8621292064232,1.5802411049018588
1,0,1,-393.8621292064232,-1.9605554617125818
1,0,1,-393.8621292064232,-1.2551515737669048
1,0,1,-393.8621292064232,-0.7234569468910734
1,0,1,-393.8621292064232,0.11415548893378102
1,0,1,-393.8621292064232,-0.4253622204116658
1,0,1,-393.8621292064232,-0.5863103595471688
1,0,1,-393.8621292064232,0.724582190369743
1,0,1,-393.8621292064232,-1.2940586007154715
1,0,1,-393.8621292064232,-0.17457735021298226
1,0,1,-393.8621292064232,0.6565641279352439
1,0,1,-393.8621292064232,0.5148974882039931
1,0,1,-393.8621292064232,0.48056529300771245
1,0,1,-393.8621292064232,-0.7000458368208321
1,0,1,-393.8621292064232,0.06935937704943546
1,0,1,-393.8621292064232,0.4870514639467511
1,0,1,-393.8621292064232,-0.17270902847389702
1,0,1,-393.8621292064232,-0.32981534043623284
1,0,1,-393.8621292064232,-1.6683136154761804
1,0,1,-393.8621292064232,1.3918495011412804
1,0,1,-393.8621292064232,1.0441872691874265
1,0,1,-393.8621292064232,0.5862830438482323
1,0,1,-393.8621292064232,-0.9131766539166761
1,0,1,-393.8621292064232,1.0182438130655656
1,0,1,-393.8621292064232,0.09322134174519692
1,0,1,-393.8621292064232,0.4344538733380371
1,0,1,-393.8621292064232,0.480270837388865
1,0,1,-393.8621292064232,2.0245018604683986
1,0,1,-393.8621292064232,-0.823438913779069
1,0,1,-393.8621292064232,0.6121327479800434
1,0,1,-393.8621292064232,-0.557918192624314
1,0,1,-393.8621292064232,-1.7595400175877125
1,0,1,-393.8621292064232,1.4364508081782015
1,0,1,-393.8621292064232,2.408700908389835
1,0,1,-393.8621292064232,1.5799973481643006
1,0,1,-393.8621292064232,0.3011067919580013
1,0,1,-393.8621292064232,0.3731780271833607
1,0,1,-393.8621292064232,0.22752857380902025
1,0,1,-393.8621292064232,-0.49757229027851213
1,0,1,-393.8621292064232,-0.11892281062497856
1,0,1,-393.8621292064232,0.6560575404821976
1,0,1,-393.8621292064232,2.093241940691621
1,0,1,-393.8621292064232,1.9143568914239137
1,0,1,-393.8621292064232,0.5897918985154376
1,0,1,-393.8621292064232,-1.7710819915255789
1,0,1,-393.8621292064232,0.5049802912325425
1,0,1,-393.8621292064232,0.2164204257811989
1,0,1,-393.8621292064232,-0.39891703500326714
1,0,1,-393.8621292064232,-1.0865210099258253
1,0,1,-393.8621292064232,1.2605213025956266
1,0,1,-393.8621292064232,0.25689569002117507
1,0,1,-393.8621292064232,-0.7827210544788795
1,0,1,-393.8621292064232,0.1815796747934843
1,0,1,-393.8621292064232,-0.18150521049320412
1,0,1,-393.8621292064232,-0.7749712952214858
1,0,1,-393.8621292064232,-2.0257996089884673
1,0,1,-393.8621292064232,-1.198357269811948
1,0,1,-393.8621292064232,1.3461637413292364
1,0,1,-393.8621292064232,-0.8976141583120071
1,0,1,-393.8621292064232,-0.029277500428896652
1,0,1,-393.8621292064232,-0.6572865052343102
1,0,1,-393.8621292064232,0.004353553052998449
1,0,1,-393.8621292064232,-0.32242707160828543
1,0,1,-393.8621292064232,-1.3503730065201462
1,0,1,-393.8621292064232,1.3295615073282208
1,0,1,-393.8621292064232,-1.9846642274646455
1,0,1,-393.8621292064232,-1.030427698576318
1,0,1,-393.8621292064232,-1.3269134327099978
1,0,1,-393.8621292064232,-0.1508121126660309
1,0,1,-393.8621292064232,-0.7143380952934414
1,0,1,-393.8621292064232,-0.3463944047677035
1,0,1,-393.8621292064232,-0.32334725287463895
1,0,1,-393.8621292064232,-0.12381283927975589
1,0,1,-393.8621292064232,-0.48916054997486486
1,0,1,-393.8621292064232,-0.02922182517008237
1,0,1,-393.8621292064232,-0.4973190758365921
1,0,1,-393.8621292064232,-0.09757064925882519
1,0,1,-393.8621292064232,0.2837450192241642
1,0,1,-393.8621292064232,-0.728346699506988
1,0,1,-393.8621292064232,-0.4274008751623583
1,0,1,-393.8621292064232,-0.6336969291929769
1,0,1,-393.8621292064232,0.1294397740164318
1,0,1,-393.8621292064232,-0.09929812941640939
1,0,1,-393.8621292064232,0.675546999687689
1,0,1,-393.8621292064232,-0.014047829500167586
1,0,1,-393.8621292064232,0.08557611253459615
1,0,1,-393.8621292064232,1.5409564498240824
1,0,1,-393.8621292064232,0.3627373870369145
1,0,1,-393.8621292064232,-0.9834668795881825
1,0,1,-393.8621292064232,0.6097615771941791
1,0,1,-393.8621292064232,1.45662250037133
1,0,1,-393.8621292064232,-0.5595739014214962
1,0,1,-393.8621292064232,0.3670970110075264
1,0,1,-393.8621292064232,1.323776123860402
1,0,1,-393.8621292064232,0.208593472206831
1,0,1,-393.8621292064232,0.0421775735259565
1,0,1,-393.8621292064232,-0.45073956299018425
1,0,1,-393.8621292064232,0.2029381744791384
1,0,1,-393.8621292064232,-0.2812441474575096
1,0,1,-393.8621292064232,-0.010935035035755547
1,0,1,-393.8621292064232,-0.7181230298590672
1,0,1,-393.8621292064232,0.06861196652116583
1,0,1,-393.8621292064232,-0.7341642199669861
1,0,1,-393.8621292064232,-0.15778287823606385
1,0,1,-393.8621292064232,-0.6076505097797179
1,0,1,-393.8621292064232,-1.0467654172434482
1,0,1,-393.8621292064232,0.2756059875130217
1,0,1,-393.8621292064232,-1.2705223111976027
1,0,1,-393.8621292064232,0.2577232946502115
1,0,1,-393.8621292064232,0.4398047926661873
1,0,1,-393.8621292064232,0.13901166751784427
1,0,1,-393.8621292064232,0.16833976807869422
1,0,1,-393.8621292064232,-2.3827062425946393
1,0,1,-393.8621292064232,0.4512066593298951
1,0,1,-393.8621292064232,-0.38670140933752156
1,0,1,-393.8621292064232,1.3767971234121414
1,0,1,-393.8621292064232,-1.9098396959266566
1,0,1,-393.8621292064232,-0.3403979714538865
1,0,1,-393.8621292064232,-1.087029780409149
1,0,1,-393.8621292064232,0.25804602662639575
1,0,1,-393.8621292064232,0.9668081215234469
1,0,1,-393.8621292064232,-1.9391757131767724
1,0,1,-393.8621292064232,1.5051673107616756
1,0,1,-393.8621292064232,1.243878496719102
1,0,1,-393.8621292064232,-1.0523861195062603
1,0,1,-393.8621292064232,-0.6112271496190237
1,0,1,-393.8621292064232,0.32157219080279376
1,0,1,-393.8621292064232,-0.8455233441870378
1,0,1,-393.8621292064232,-0.2985325319025165
1,0,1,-393.8621292064232,-1.029090379584083
1,0,1,-393.8621292064232,-0.5962414647659643
1,0,1,-393.8621292064232,-0.6965376926341075
1,0,1,-393.8621292064232,-0.23232093557774258
1,0,1,-393.8621292064232,-0.340695155842054
1,0,1,-393.8621292064232,-1.7793468226365898
1,0,1,-393.8621292064232,1.354334361878593
1,0,1,-393.8621292064232,-2.567350147925522
1,0,1,-393.8621292064232,-0.4410665734961401
1,0,1,-393.8621292064232,-0.03302124511931334
1,0,1,-393.8621292064232,-0.06751898569614673
1,0,1,-393.8621292064232,-0.3153313293473512
1,0,1,-393.8621292064232,1.2645876161176985
1,0,1,-393.8621292064232,-0.2831620912433901
1,0,1,-393.8621292064232,0.021169801762973617
1,0,1,-393.8621292064232,0.5201005938942482
1,0,1,-393.8621292064232,-0.3829925085612308
1,0,1,-393.8621292064232,0.2543995728910804
1,0,1,-393.8621292064232,0.9921427017109301
1,0,1,-393.8621292064232,-2.4654096614362064
1,0,1,-393.8621292064232,-2.1500187285846444
1,0,1,-393.8621292064232,-0.01284641112399143
1,0,1,-393.8621292064232,-1.4015293987685535
1,0,1,-393.8621292064232,-0.8391166067417745
1,0,1,-393.8621292064232,-0.32817648570186675
1,0,1,-393.8621292064232,-0.30447706593381785
1,0,1,-393.8621292064232,0.09832675814376712
1,0,1,-393.8621292064232,0.5678788942154902
1,0,1,-393.8621292064232,-0.152001528621867
1,0,1,-393.8621292064232,-0.4075171078571035
1,0,1,-393.8621292064232,0.3978004519308448
1,0,1,-393.8621292064232,-0.9893709564667645
1,0,1,-393.8621292064232,0.707922165489475
1,0,1,-393.8621292064232,-0.575730884300679
1,0,1,-393.8621292064232,0.0347702674667529
1,0,1,-393.8621292064232,-0.6516778392935079
1,0,1,-393.8621292064232,-0.3501387118500845
1,0,1,-393.8621292064232,0.07418340363173583
1,0,1,-393.8621292064232,0.7431401380855442
1,0,1,-393.8621292064232,0.23055518294943622
1,0,1,-393.8621292064232,-0.5861680721538409
1,0,1,-393.8621292064232,-0.23881041708571693
1,0,1,-393.8621292064232,0.045902207004882456
1,0,1,-393.8621292064232,-1.0453187489264073
1,0,1,-393.8621292064232,0.6775611922047442
1,0,1,-393.8621292064232,0.5321594935967155
1,0,1,-393.8621292064232,-0.5349601105583004
1,0,1,-393.8621292064232,0.2737373964526829
1,0,1,-393.8621292064232,0.015024742245021483
1,0,1,-393.8621292064232,0.39226114785549066
1,0,1,-393.8621292064232,0.060584660347012494
1,0,1,-393.8621292064232,1.7270156705375674
1,0,1,-393.8621292064232,0.3298646093405191
1,0,1,-393.8621292064232,0.3298646093405191
1,0,1,-393.8621292064232,-0.09926666057628797
1,0,1,-393.8621292064232,0.5394318756198349
1,0,1,-393.8621292064232,0.27701183279831443
1,0,1,-393.8621292064232,-0.017109476194802742
1,0,1,-393.8621292064232,0.12423336052258027
1,0,1,-393.8621292064232,-0.7194968629141443
1,0,1,-393.8621292064232,6.8631127264146e-4
1,0,1,-393.8621292064232,-0.7456520914466898
1,0,1,-393.8621292064232,0.12767475173348752
1,0,1,-393.8621292064232,0.3480875816161254
1,0,1,-393.8621292064232,-0.9407989804299017
1,0,1,-393.8621292064232,0.1189373794293595
1,0,1,-393.8621292064232,-0.027271993116116694
1,0,1,-393.8621292064232,-0.4341007148403147
1,0,1,-393.8621292064232,0.9441871129999351
1,0,1,-393.8621292064232,-1.341680491798313
